sim_id,movienames
802,015175_LUS_NSEICELACONSEGUE_62846000_|028334_LUS_POKEMON6_65678000_|024205_LUS_AMERICANPIE1VEZ_51394000_|015162_LUS_MEDOPROFUNDO_63035000_|025631_LUS_SOZINHA_65200000_|026512_LUS_FORCAG_61528000_VP_|000248_LUS_CRIMEPADREAMARO_|002213_LUS_MAMMAMIA_HD_|002208_LUS_OGLADIADOR_|018827_LUS_APRESA_64399000_|022078_LUS_RUNAWAYS_61924000_|028405_LUS_3096DIAS_65991000_|019404_LUS_BALASEBOLINHOSREG_55945000_|013673_LUS_ANIMAISUNIDOS_|024854_LUS_10000AC_62050000_
803,010931_LUS_DISCURSODOREI_|026476_LUS_ERA1VEZ1PAI_55949000_|015028_LUS_OSSMURFS_64447_|024607_LUS_AMITYVILLE_64985000_|015788_LUS_CAPUCHVERM_NAVENT_65128000_|020746_LUS_CHOKDEEARTCAMP_66089000_|016589_LUS_METODPERIGOSO_5027000_|026515_LUS_CATCH44_63349000_|020719_LUS_SCARYMOVIE3_63800000_|028347_LUS_PELE_54257000_|002213_LUS_MAMMAMIA_HD_|024310_LUS_ANITAVOL1_DIAMAE_63310_695482D_|016322_LUS_127HORAS_64472000_|011406_LUS_TROPAELITE2_|022581_LUS_SABORPAIXAO_56589000_
804,010427_LUS_SONHADORES_|011406_LUS_TROPAELITE2_|022581_LUS_SABORPAIXAO_56589000_|002560_LUS_VELFUR_LIGATOQUIO_|024858_LUS_CATWOMAN_62067000_|022540_LUS_VINGANCA_61834000_|018775_LUS_AMULHERDENEGRO_63026000_|025693_LUS_TUDOPOR1BEBE_64425000_|000138_LUS_AMOREODESASTRES_|010083_LUS_PRECOTRAICAO_|005372_LUS_PLANETA51_VP_|008541_LUS_GRANDEMOCAMEU_|019932_LUS_AMIGOSIMPROVAVEIS_VP_64400000_|014682_LUS_COLOMBIANA_|000055_LUS_TCAESMERECEMCEU_
805,000104_LUS_COLECCIONADOROLHOS_|011407_LUS_THEDEPARTED_|017109_LUS_HOMEMNOLIMITE_63401000_|011414_LUS_1MAEEMAPUROS_|025071_LUS_CRONARNIAVIAGCAMALV_64467000_|001857_LUS_TRANSPORTER3_HD_|024864_LUS_CISNENEGRO_64470000_|016576_LUS_GARFIELD2_65257000_|013673_LUS_ANIMAISUNIDOS_|012550_LUS_WINXAVENTURAMAGICA_|000877_LUS_VEMCOMIGO_|010427_LUS_SONHADORES_|000138_LUS_AMOREODESASTRES_|022011_LUS_ASSIMVENDE1FILME_63551000_|024595_LUS_DUPLOIMPACTO_65440000_
806,008492_LUS_DARTACAO_OFILME_|003249_LUS_HARRYPOTTERPRISAZK_|024537_LUS_TRIBO_59072000_|025701_LUS_SNITCH_63868000_|014691_LUS_WANTED_|024645_LUS_VERTIGEM_61625000_|013410_LUS_ARTURVING2_VP_HD_|026441_LUS_SPINRITMLAT_58364000_|022076_LUS_OSILENCIO_66325000_|016631_LUS_JUSTICA_62092000_|024214_LUS_ANTICRISTO_51899000_|020162_LUS_MISTERIORUA7_63172000_|001857_LUS_TRANSPORTER3_HD_|027667_LUS_THEAST_67240000_|002208_LUS_OGLADIADOR_
807,024203_LUS_PEQNICOLAS_VOL8_62592_695371D_|012606_LUS_ARTUR3GUERRA2MUNDOS_VP_|024590_LUS_VIAGEMPOPEYE_66734000_|008535_LUS_CARTASPARAJULIETA_|013634_LUS_LARRYCROWNE_|021930_LUS_POCAHONTASVP_27878000_VP_|024310_LUS_ANITAVOL1_DIAMAE_63310_695482D_|009690_LUS_RED_|014159_LUS_HORAPONTA3_|004421_LUS_INIMIGOSPUBLICOS_|015788_LUS_CAPUCHVERM_NAVENT_65128000_|013644_LUS_DIARIONPAIXAO_|027692_LUS_MALDICAOCHUCKY_67183000_|028405_LUS_3096DIAS_65991000_|021995_LUS_MORTENEGRA_60346000_
808,001353_LUS_BUSCAIMPLACAVEL_|027117_LUS_10ANOSDEPOIS_66422000_|004798_LUS_PORAMOR_|021960_LUS_DARKTIDE_66294000_|016614_LUS_ATOUPEIRA_5259000_|000104_LUS_COLECCIONADOROLHOS_|004459_LUS_BONES2_|020184_LUS_LOCKOUT_63737000_|022529_LUS_LOLAVERSUS_63741000_|015028_LUS_OSSMURFS_64447_|012618_LUS_THEMECHANICOPROFISSIONAL_|017791_LUS_DRIVEDUPLRISC_65661000_|028367_LUS_VIDAN1MOMENTO_67281000_|002578_LUS_OELEFANTEAZUL_|018880_LUS_BUSCIDADEPERD_70117000_
809,002275_LUS_VELOCIDADEMFURIOSA_|018855_LUS_ESPELHOMEU_63742000_|021285_LUS_MATCASREENCARN_61631000_|007405_LUS_ASTROBOY_|026441_LUS_SPINRITMLAT_58364000_|014682_LUS_COLOMBIANA_|015851_LUS_1CALOIR7PASPALH_58698000_|020166_LUS_GRAVIDAMASPOUCO_61648000_|022030_LUS_MARGINAIS_66299000_|015783_LUS_3MOSQUETEIROS_63020000_|012550_LUS_WINXAVENTURAMAGICA_|019363_LUS_ESPELHOMEU_VP_63742000_VP_|008541_LUS_GRANDEMOCAMEU_|010083_LUS_PRECOTRAICAO_|010931_LUS_DISCURSODOREI_
810,017791_LUS_DRIVEDUPLRISC_65661000_|014691_LUS_WANTED_|013410_LUS_ARTURVING2_VP_HD_|020714_LUS_SCARYMOVIE_65590000_|022581_LUS_SABORPAIXAO_56589000_|012606_LUS_ARTUR3GUERRA2MUNDOS_VP_|022077_LUS_HESHER_61764000_|017109_LUS_HOMEMNOLIMITE_63401000_|008541_LUS_GRANDEMOCAMEU_|015788_LUS_CAPUCHVERM_NAVENT_65128000_|017153_LUS_NIKOTPNATAL_VP_65538_|019934_LUS_1MONSTROPARIS_61442000_VP_|000248_LUS_CRIMEPADREAMARO_|024645_LUS_VERTIGEM_61625000_|018827_LUS_APRESA_64399000_
811,026476_LUS_ERA1VEZ1PAI_55949000_|024214_LUS_ANTICRISTO_51899000_|000008_LUS_CIDADEBAIXA_|028354_LUS_VIDASELVAGEMFILME_67297000_|016327_LUS_BORAT_65245000_|004421_LUS_INIMIGOSPUBLICOS_|015783_LUS_3MOSQUETEIROS_63020000_|008770_LUS_STEPUP3_|000812_LUS_MATADORAS_|011979_LUS_SAW6_|024537_LUS_TRIBO_59072000_|029318_LUS_TEMOSFALARSOBKEVIN_65924000_|004798_LUS_PORAMOR_|011414_LUS_1MAEEMAPUROS_|003006_LUS_NOLIMITEDOAMOR_
812,001547_LUS_TWILIGHT_HD_|028354_LUS_VIDASELVAGEMFILME_67297000_|001857_LUS_TRANSPORTER3_HD_|015851_LUS_1CALOIR7PASPALH_58698000_|022540_LUS_VINGANCA_61834000_|017791_LUS_DRIVEDUPLRISC_65661000_|015175_LUS_NSEICELACONSEGUE_62846000_|016644_LUS_APOLLO18_5439000_|024205_LUS_AMERICANPIE1VEZ_51394000_|008413_LUS_ECLIPSE_|020714_LUS_SCARYMOVIE_65590000_|013660_LUS_TINHASMSMSERTU_|025071_LUS_CRONARNIAVIAGCAMALV_64467000_|024864_LUS_CISNENEGRO_64470000_|022079_LUS_ASSASSINOEMIM_62635000_
813,022529_LUS_LOLAVERSUS_63741000_|005372_LUS_PLANETA51_VP_|024590_LUS_VIAGEMPOPEYE_66734000_|011003_LUS_GNOMEUEJULIETA_VP_|015171_LUS_GANGSTERAMERICA_59235000_|013644_LUS_DIARIONPAIXAO_|016589_LUS_METODPERIGOSO_5027000_|011979_LUS_SAW6_|026880_LUS_HOMEMABATER_64426000_|018775_LUS_AMULHERDENEGRO_63026000_|000292_LUS_ARTURMINIMEUSVP_|015188_LUS_HOSPICIO_61785000_|025706_LUS_BRACODIREITSATAN_56325000_|008770_LUS_STEPUP3_|002247_LUS_RAPAZPIJAMARISCAS_
814,017825_LUS_PROMETAMARTE_63263000_|010965_LUS_BLUEVALENTINE_|028367_LUS_VIDAN1MOMENTO_67281000_|024590_LUS_VIAGEMPOPEYE_66734000_|015175_LUS_NSEICELACONSEGUE_62846000_|013660_LUS_TINHASMSMSERTU_|026515_LUS_CATCH44_63349000_|011979_LUS_SAW6_|019934_LUS_1MONSTROPARIS_61442000_VP_|028488_LUS_TURBULENCIASAMOR_67032000_|004459_LUS_BONES2_|018855_LUS_ESPELHOMEU_63742000_|017866_LUS_VERGONHA_63394000_|027114_LUS_AMORELETRAS_65531000_|000104_LUS_COLECCIONADOROLHOS_
815,012576_LUS_OCODIGOBASE_|028369_LUS_CENARIOMORTAL_67324000_|028334_LUS_POKEMON6_65678000_|024595_LUS_DUPLOIMPACTO_65440000_|022536_LUS_OSUBSTITUTO_66413000_|022529_LUS_LOLAVERSUS_63741000_|024863_LUS_POLAREXPRESS_62129000_VP_|029107_LUS_DIARPRINCNOIVREAL_55797000_|028345_LUS_CHIMPASEMPERIGO_55136000_|020157_LUS_ACEVENTURADETANIM_26668000_|027117_LUS_10ANOSDEPOIS_66422000_|026880_LUS_HOMEMABATER_64426000_|025658_LUS_KICKBOXER3_55744000_|010931_LUS_DISCURSODOREI_|028367_LUS_VIDAN1MOMENTO_67281000_
816,014682_LUS_COLOMBIANA_|000209_LUS_PAPUCAEDENTUCA_|000293_LUS_WINX_VP_|027117_LUS_10ANOSDEPOIS_66422000_|008413_LUS_ECLIPSE_|025631_LUS_SOZINHA_65200000_|028731_LUS_116DESVIOMILHOES_66381000_|026515_LUS_CATCH44_63349000_|022536_LUS_OSUBSTITUTO_66413000_|017793_LUS_REBELDSALVADOR_65663000_|026461_LUS_DESPERTAR_63765000_|024203_LUS_PEQNICOLAS_VOL8_62592_695371D_|016631_LUS_JUSTICA_62092000_|025655_LUS_FOGCONTRAFOG_65786000_|019934_LUS_1MONSTROPARIS_61442000_VP_
817,001857_LUS_TRANSPORTER3_HD_|001023_LUS_HOMEMDEFERRO_|022079_LUS_ASSASSINOEMIM_62635000_|020701_LUS_MIRASSASSINO_63171000_|000069_LUS_TMNTNOVAAVENTURA_|001097_LUS_STEPUP_|016321_LUS_RIO_VP_64471000_|014695_LUS_KILLERELITE_|022549_LUS_200KMHORA_66405000_|013644_LUS_DIARIONPAIXAO_|004795_LUS_ORFA_|002509_LUS_YESMAN_|002275_LUS_VELOCIDADEMFURIOSA_|021995_LUS_MORTENEGRA_60346000_|017153_LUS_NIKOTPNATAL_VP_65538_
818,018836_LUS_GETSMARTOLHOVIVO_62092000_|016327_LUS_BORAT_65245000_|025076_LUS_SEMTI_61341000_|028485_LUS_FRAGILSOMMOTOR_66038000_|015188_LUS_HOSPICIO_61785000_|018775_LUS_AMULHERDENEGRO_63026000_|024227_LUS_PATOLOGIA_59218000_|020746_LUS_CHOKDEEARTCAMP_66089000_|000291_LUS_ASTERIXVIKINGSVP_|020184_LUS_LOCKOUT_63737000_|013634_LUS_LARRYCROWNE_|019938_LUS_DAMADEFERRO_65660000_|013644_LUS_DIARIONPAIXAO_|008541_LUS_GRANDEMOCAMEU_|024607_LUS_AMITYVILLE_64985000_
819,014173_LUS_ACTIVPARANORMAL_|026476_LUS_ERA1VEZ1PAI_55949000_|004537_LUS_PARAMINHAIRMA_|015188_LUS_HOSPICIO_61785000_|003004_LUS_CORALINE_|018827_LUS_APRESA_64399000_|028485_LUS_FRAGILSOMMOTOR_66038000_|004354_LUS_HARRYPOTTPRINCMIST_|016574_LUS_HORTONEQUEM_VP_65251000_|022078_LUS_RUNAWAYS_61924000_|021931_LUS_TERCEIROPASSO_62028000_|002213_LUS_MAMMAMIA_HD_|008535_LUS_CARTASPARAJULIETA_|018491_LUS_TRES_65031000_|001080_LUS_HISTINTERMINAVEL_
820,024595_LUS_DUPLOIMPACTO_65440000_|021942_LUS_NATALPERDIDO_65362000_|011414_LUS_1MAEEMAPUROS_|000055_LUS_TCAESMERECEMCEU_|018778_LUS_AMYWINEADEUS_64700000_|015171_LUS_GANGSTERAMERICA_59235000_|025702_LUS_7PSICOPATAS_66281000_|024537_LUS_TRIBO_59072000_|001080_LUS_HISTINTERMINAVEL_|019363_LUS_ESPELHOMEU_VP_63742000_VP_|027940_LUS_HOSPEDESINDESEJADOS_67234000|015162_LUS_MEDOPROFUNDO_63035000_|016333_LUS_XMENOINICIO_65291000_|012576_LUS_OCODIGOBASE_|025631_LUS_SOZINHA_65200000_
821,002205_LUS_ENGATE_|018775_LUS_AMULHERDENEGRO_63026000_|016589_LUS_METODPERIGOSO_5027000_|008535_LUS_CARTASPARAJULIETA_|000008_LUS_CIDADEBAIXA_|025706_LUS_BRACODIREITSATAN_56325000_|003006_LUS_NOLIMITEDOAMOR_|016574_LUS_HORTONEQUEM_VP_65251000_|016575_LUS_GARFIELDFILME_65256000_|011407_LUS_THEDEPARTED_|026515_LUS_CATCH44_63349000_|028341_LUS_VISITANTESNAMERICA_53617000_|024645_LUS_VERTIGEM_61625000_|029107_LUS_DIARPRINCNOIVREAL_55797000_|012550_LUS_WINXAVENTURAMAGICA_
822,000104_LUS_COLECCIONADOROLHOS_|026879_LUS_REGRASILENCIO_65567000_|022541_LUS_RAPTADOS_60344000_|026969_LUS_ARANHAS_63574000_|021995_LUS_MORTENEGRA_60346000_|026880_LUS_HOMEMABATER_64426000_|003006_LUS_NOLIMITEDOAMOR_|013679_LUS_CACADORESDRAGOES_|002247_LUS_RAPAZPIJAMARISCAS_|025071_LUS_CRONARNIAVIAGCAMALV_64467000_|024214_LUS_ANTICRISTO_51899000_|015788_LUS_CAPUCHVERM_NAVENT_65128000_|014177_LUS_SPYKIDS4_|022078_LUS_RUNAWAYS_61924000_|028365_LUS_1CONTODENATAL_52455000_VP_
823,026902_LUS_GRANDEDIA_63777000_|025706_LUS_BRACODIREITSATAN_56325000_|022529_LUS_LOLAVERSUS_63741000_|002691_LUS_SINAISDOFUTURO_|024595_LUS_DUPLOIMPACTO_65440000_|027638_LUS_STOKER_67075000_|028341_LUS_VISITANTESNAMERICA_53617000_|003018_LUS_ZACKMIRIFAZEMPORNO_|016321_LUS_RIO_VP_64471000_|024607_LUS_AMITYVILLE_64985000_|010965_LUS_BLUEVALENTINE_|015028_LUS_OSSMURFS_64447_|000292_LUS_ARTURMINIMEUSVP_|028732_LUS_MEDOPRIMARIO_66502000_|008745_LUS_300_
824,014691_LUS_WANTED_|012576_LUS_OCODIGOBASE_|008742_LUS_HACHIKO_|009382_LUS_VINGSUPRHOMFERRO_|019932_LUS_AMIGOSIMPROVAVEIS_VP_64400000_|015162_LUS_MEDOPROFUNDO_63035000_|012618_LUS_THEMECHANICOPROFISSIONAL_|026877_LUS_PANTERACOROSA_65436000_|025071_LUS_CRONARNIAVIAGCAMALV_64467000_|000812_LUS_MATADORAS_|000291_LUS_ASTERIXVIKINGSVP_|001857_LUS_TRANSPORTER3_HD_|025706_LUS_BRACODIREITSATAN_56325000_|022581_LUS_SABORPAIXAO_56589000_|011003_LUS_GNOMEUEJULIETA_VP_
825,028367_LUS_VIDAN1MOMENTO_67281000_|024203_LUS_PEQNICOLAS_VOL8_62592_695371D_|026969_LUS_ARANHAS_63574000_|027117_LUS_10ANOSDEPOIS_66422000_|016321_LUS_RIO_VP_64471000_|002560_LUS_VELFUR_LIGATOQUIO_|003249_LUS_HARRYPOTTERPRISAZK_|026458_LUS_LADRCOMESTILO_63638000_|002208_LUS_OGLADIADOR_|010427_LUS_SONHADORES_|025071_LUS_CRONARNIAVIAGCAMALV_64467000_|025631_LUS_SOZINHA_65200000_|014173_LUS_ACTIVPARANORMAL_|029318_LUS_TEMOSFALARSOBKEVIN_65924000_|001348_LUS_SAW5_
826,026877_LUS_PANTERACOROSA_65436000_|016600_LUS_XMENCONFRONTO_65292000_|003150_LUS_DIARIODAPRINCESA_|029107_LUS_DIARPRINCNOIVREAL_55797000_|026516_LUS_CELESTEJESSEMPRE_65219000_|008179_LUS_OSMERCENARIOS_|015783_LUS_3MOSQUETEIROS_63020000_|000812_LUS_MATADORAS_|025706_LUS_BRACODIREITSATAN_56325000_|026881_LUS_PEDACINHOPARAISO_61913000_|016575_LUS_GARFIELDFILME_65256000_|008745_LUS_300_|004798_LUS_PORAMOR_|013660_LUS_TINHASMSMSERTU_|002008_LUS_QUEMQUERSMILION_HD_
827,024310_LUS_ANITAVOL1_DIAMAE_63310_695482D_|011998_LUS_KICKASS_|025706_LUS_BRACODIREITSATAN_56325000_|000812_LUS_MATADORAS_|000209_LUS_PAPUCAEDENTUCA_|013410_LUS_ARTURVING2_VP_HD_|017153_LUS_NIKOTPNATAL_VP_65538_|025684_LUS_ZARAFA_VP_65340000_|025071_LUS_CRONARNIAVIAGCAMALV_64467000_|027940_LUS_HOSPEDESINDESEJADOS_67234000|026476_LUS_ERA1VEZ1PAI_55949000_|015175_LUS_NSEICELACONSEGUE_62846000_|018778_LUS_AMYWINEADEUS_64700000_|025693_LUS_TUDOPOR1BEBE_64425000_|027111_LUS_MANUALDAMOR_63585000_
828,026516_LUS_CELESTEJESSEMPRE_65219000_|025114_LUS_CACADORULTIGRTASM_64724000_|018827_LUS_APRESA_64399000_|022549_LUS_200KMHORA_66405000_|010931_LUS_DISCURSODOREI_|000008_LUS_CIDADEBAIXA_|002578_LUS_OELEFANTEAZUL_|022581_LUS_SABORPAIXAO_56589000_|015783_LUS_3MOSQUETEIROS_63020000_|016340_LUS_PLANETAMACACOSORIGEM_65275000_|028369_LUS_CENARIOMORTAL_67324000_|004795_LUS_ORFA_|015851_LUS_1CALOIR7PASPALH_58698000_|004421_LUS_INIMIGOSPUBLICOS_|020166_LUS_GRAVIDAMASPOUCO_61648000_
829,001023_LUS_HOMEMDEFERRO_|008413_LUS_ECLIPSE_|008742_LUS_HACHIKO_|008492_LUS_DARTACAO_OFILME_|025701_LUS_SNITCH_63868000_|001522_LUS_YOUNGPEOPLEFUCKING_|002205_LUS_ENGATE_|020184_LUS_LOCKOUT_63737000_|022079_LUS_ASSASSINOEMIM_62635000_|000248_LUS_CRIMEPADREAMARO_|005372_LUS_PLANETA51_VP_|015028_LUS_OSSMURFS_64447_|002247_LUS_RAPAZPIJAMARISCAS_|024310_LUS_ANITAVOL1_DIAMAE_63310_695482D_|026881_LUS_PEDACINHOPARAISO_61913000_
830,028401_LUS_GARFIELDFESTIVCOMED_61365000_VP_|004459_LUS_BONES2_|008492_LUS_DARTACAO_OFILME_|013660_LUS_TINHASMSMSERTU_|028334_LUS_POKEMON6_65678000_|022077_LUS_HESHER_61764000_|022540_LUS_VINGANCA_61834000_|011405_LUS_OEXORCISMO_|000293_LUS_WINX_VP_|002247_LUS_RAPAZPIJAMARISCAS_|025076_LUS_SEMTI_61341000_|019934_LUS_1MONSTROPARIS_61442000_VP_|026880_LUS_HOMEMABATER_64426000_|020162_LUS_MISTERIORUA7_63172000_|016575_LUS_GARFIELDFILME_65256000_
831,011407_LUS_THEDEPARTED_|000291_LUS_ASTERIXVIKINGSVP_|029318_LUS_TEMOSFALARSOBKEVIN_65924000_|000138_LUS_AMOREODESASTRES_|002509_LUS_YESMAN_|023518_LUS_SAFEOINTOCAVEL_66511000_|002560_LUS_VELFUR_LIGATOQUIO_|021987_LUS_MUNDENCANTGIGI_60283000_VP_|018827_LUS_APRESA_64399000_|020162_LUS_MISTERIORUA7_63172000_|026969_LUS_ARANHAS_63574000_|000265_LUS_SAWENIGMAMORTAL_|025655_LUS_FOGCONTRAFOG_65786000_|001097_LUS_STEPUP_|024203_LUS_PEQNICOLAS_VOL8_62592_695371D_
832,018491_LUS_TRES_65031000_|028341_LUS_VISITANTESNAMERICA_53617000_|020157_LUS_ACEVENTURADETANIM_26668000_|016327_LUS_BORAT_65245000_|002006_LUS_ADUQUESA_HD_|021987_LUS_MUNDENCANTGIGI_60283000_VP_|028488_LUS_TURBULENCIASAMOR_67032000_|026902_LUS_GRANDEDIA_63777000_|021285_LUS_MATCASREENCARN_61631000_|024858_LUS_CATWOMAN_62067000_|025913_LUS_PEQNICOLAS_T2_VOL1_63311_695602D_|017847_LUS_GHOSTRIDERVING_63304000_|016600_LUS_XMENCONFRONTO_65292000_|003150_LUS_DIARIODAPRINCESA_|004798_LUS_PORAMOR_
833,002509_LUS_YESMAN_|000069_LUS_TMNTNOVAAVENTURA_|024310_LUS_ANITAVOL1_DIAMAE_63310_695482D_|028334_LUS_POKEMON6_65678000_|021960_LUS_DARKTIDE_66294000_|022541_LUS_RAPTADOS_60344000_|002006_LUS_ADUQUESA_HD_|024864_LUS_CISNENEGRO_64470000_|000055_LUS_TCAESMERECEMCEU_|010083_LUS_PRECOTRAICAO_|024607_LUS_AMITYVILLE_64985000_|024537_LUS_TRIBO_59072000_|002213_LUS_MAMMAMIA_HD_|022529_LUS_LOLAVERSUS_63741000_|016624_LUS_IDADEGELO3_VP_65261000_
834,018778_LUS_AMYWINEADEUS_64700000_|027114_LUS_AMORELETRAS_65531000_|027490_LUS_TOMASEAMIGANIMZOO_63527_695659D_|012908_LUS_BEASTLY_|025693_LUS_TUDOPOR1BEBE_64425000_|025071_LUS_CRONARNIAVIAGCAMALV_64467000_|020166_LUS_GRAVIDAMASPOUCO_61648000_|022077_LUS_HESHER_61764000_|011407_LUS_THEDEPARTED_|007405_LUS_ASTROBOY_|020698_LUS_PESCASALMAOIEMEN_66079000_|024214_LUS_ANTICRISTO_51899000_|020719_LUS_SCARYMOVIE3_63800000_|000244_LUS_B13GANGSBAIRRO13_|024586_LUS_KILLIRISHMAN_66731000_
835,028731_LUS_116DESVIOMILHOES_66381000_|000293_LUS_WINX_VP_|025684_LUS_ZARAFA_VP_65340000_|023531_LUS_VIDASECRETGATOS_53490000_|024586_LUS_KILLIRISHMAN_66731000_|022030_LUS_MARGINAIS_66299000_|021987_LUS_MUNDENCANTGIGI_60283000_VP_|028485_LUS_FRAGILSOMMOTOR_66038000_|027114_LUS_AMORELETRAS_65531000_|012945_LUS_EMPRESTATEUNAMOR_|008745_LUS_300_|016327_LUS_BORAT_65245000_|001348_LUS_SAW5_|014177_LUS_SPYKIDS4_|025701_LUS_SNITCH_63868000_
836,002691_LUS_SINAISDOFUTURO_|021285_LUS_MATCASREENCARN_61631000_|013673_LUS_ANIMAISUNIDOS_|000292_LUS_ARTURMINIMEUSVP_|022076_LUS_OSILENCIO_66325000_|024227_LUS_PATOLOGIA_59218000_|010965_LUS_BLUEVALENTINE_|001522_LUS_YOUNGPEOPLEFUCKING_|016335_LUS_PINGUINSSRPOPPER_65269000_|028488_LUS_TURBULENCIASAMOR_67032000_|026881_LUS_PEDACINHOPARAISO_61913000_|025114_LUS_CACADORULTIGRTASM_64724000_|017090_LUS_ESPIAOFANTASM_62833000_|000080_LUS_SAW3OLEGADO_|024645_LUS_VERTIGEM_61625000_
837,027111_LUS_MANUALDAMOR_63585000_|016575_LUS_GARFIELDFILME_65256000_|002008_LUS_QUEMQUERSMILION_HD_|021942_LUS_NATALPERDIDO_65362000_|015028_LUS_OSSMURFS_64447_|000209_LUS_PAPUCAEDENTUCA_|004421_LUS_INIMIGOSPUBLICOS_|002247_LUS_RAPAZPIJAMARISCAS_|020157_LUS_ACEVENTURADETANIM_26668000_|000104_LUS_COLECCIONADOROLHOS_|022549_LUS_200KMHORA_66405000_|016574_LUS_HORTONEQUEM_VP_65251000_|025684_LUS_ZARAFA_VP_65340000_|002205_LUS_ENGATE_|017109_LUS_HOMEMNOLIMITE_63401000_
838,013634_LUS_LARRYCROWNE_|028405_LUS_3096DIAS_65991000_|019938_LUS_DAMADEFERRO_65660000_|003150_LUS_DIARIODAPRINCESA_|002275_LUS_VELOCIDADEMFURIOSA_|021966_LUS_SEGBBMOUNT_UNIVERSAL_64307000_|012550_LUS_WINXAVENTURAMAGICA_|020698_LUS_PESCASALMAOIEMEN_66079000_|025690_LUS_TERRAPROMET_65827000_|017847_LUS_GHOSTRIDERVING_63304000_|020180_LUS_DESCARADAMENTEINFIEIS_64420000_|011407_LUS_THEDEPARTED_|001522_LUS_YOUNGPEOPLEFUCKING_|014173_LUS_ACTIVPARANORMAL_|025114_LUS_CACADORULTIGRTASM_64724000_
839,001015_LUS_MACACOSESPACO_VP_|011979_LUS_SAW6_|024864_LUS_CISNENEGRO_64470000_|026880_LUS_HOMEMABATER_64426000_|027117_LUS_10ANOSDEPOIS_66422000_|017866_LUS_VERGONHA_63394000_|022030_LUS_MARGINAIS_66299000_|003006_LUS_NOLIMITEDOAMOR_|011998_LUS_KICKASS_|008745_LUS_300_|021966_LUS_SEGBBMOUNT_UNIVERSAL_64307000_|028365_LUS_1CONTODENATAL_52455000_VP_|004537_LUS_PARAMINHAIRMA_|023518_LUS_SAFEOINTOCAVEL_66511000_|015188_LUS_HOSPICIO_61785000_
840,023518_LUS_SAFEOINTOCAVEL_66511000_|011998_LUS_KICKASS_|021960_LUS_DARKTIDE_66294000_|021942_LUS_NATALPERDIDO_65362000_|020746_LUS_CHOKDEEARTCAMP_66089000_|021995_LUS_MORTENEGRA_60346000_|014691_LUS_WANTED_|000076_LUS_OFIELJARDINEIRO_|026881_LUS_PEDACINHOPARAISO_61913000_|017090_LUS_ESPIAOFANTASM_62833000_|002509_LUS_YESMAN_|017847_LUS_GHOSTRIDERVING_63304000_|010083_LUS_PRECOTRAICAO_|024863_LUS_POLAREXPRESS_62129000_VP_|022079_LUS_ASSASSINOEMIM_62635000_
841,003150_LUS_DIARIODAPRINCESA_|015851_LUS_1CALOIR7PASPALH_58698000_|015783_LUS_3MOSQUETEIROS_63020000_|028395_LUS_PRINCIPIOINCERTEZA_57758000_|012017_LUS_AULTIMANOITE_|024864_LUS_CISNENEGRO_64470000_|018855_LUS_ESPELHOMEU_63742000_|018836_LUS_GETSMARTOLHOVIVO_62092000_|002247_LUS_RAPAZPIJAMARISCAS_|027940_LUS_HOSPEDESINDESEJADOS_67234000|026969_LUS_ARANHAS_63574000_|026645_LUS_BALACERTEIRA_67106000_|012945_LUS_EMPRESTATEUNAMOR_|013673_LUS_ANIMAISUNIDOS_|001015_LUS_MACACOSESPACO_VP_
842,024645_LUS_VERTIGEM_61625000_|017090_LUS_ESPIAOFANTASM_62833000_|017793_LUS_REBELDSALVADOR_65663000_|013660_LUS_TINHASMSMSERTU_|018836_LUS_GETSMARTOLHOVIVO_62092000_|000092_LUS_TURISTAS_|008742_LUS_HACHIKO_|000076_LUS_OFIELJARDINEIRO_|001097_LUS_STEPUP_|026476_LUS_ERA1VEZ1PAI_55949000_|010423_LUS_DIADETREINO_|012606_LUS_ARTUR3GUERRA2MUNDOS_VP_|012576_LUS_OCODIGOBASE_|024854_LUS_10000AC_62050000_|000080_LUS_SAW3OLEGADO_
843,016340_LUS_PLANETAMACACOSORIGEM_65275000_|026461_LUS_DESPERTAR_63765000_|026459_LUS_DOU1ANO_65849000_|017847_LUS_GHOSTRIDERVING_63304000_|019404_LUS_BALASEBOLINHOSREG_55945000_|010931_LUS_DISCURSODOREI_|000209_LUS_PAPUCAEDENTUCA_|020184_LUS_LOCKOUT_63737000_|026515_LUS_CATCH44_63349000_|028395_LUS_PRINCIPIOINCERTEZA_57758000_|024864_LUS_CISNENEGRO_64470000_|025114_LUS_CACADORULTIGRTASM_64724000_|015162_LUS_MEDOPROFUNDO_63035000_|028485_LUS_FRAGILSOMMOTOR_66038000_|008742_LUS_HACHIKO_
844,024587_LUS_MONGOL_66732000_|018836_LUS_GETSMARTOLHOVIVO_62092000_|008535_LUS_CARTASPARAJULIETA_|026441_LUS_SPINRITMLAT_58364000_|008770_LUS_STEPUP3_|009690_LUS_RED_|000812_LUS_MATADORAS_|008541_LUS_GRANDEMOCAMEU_|028730_LUS_CUMPLICE_66643000_|008147_LUS_HOMEMDEFERRO2_|013673_LUS_ANIMAISUNIDOS_|011414_LUS_1MAEEMAPUROS_|027638_LUS_STOKER_67075000_|002027_LUS_DARKKNIGHT_HD_|026458_LUS_LADRCOMESTILO_63638000_
